2022-04-08 16:38:09,055 Namespace(cfg='experiments/coco/resnet50/256x192_d256x3_adam_lr1e-3_caffe.yaml', frequent=100, gpus=None, workers=None)
2022-04-08 16:38:09,058 {'CUDNN': {'BENCHMARK': True, 'DETERMINISTIC': False, 'ENABLED': True},
 'DATASET': {'DATASET': 'coco',
             'DATA_FORMAT': 'jpg',
             'FLIP': True,
             'HYBRID_JOINTS_TYPE': '',
             'ROOT': 'data/coco/',
             'ROT_FACTOR': 40,
             'SCALE_FACTOR': 0.3,
             'SELECT_DATA': False,
             'TEST_SET': 'val2017',
             'TRAIN_SET': 'train2017'},
 'DATA_DIR': '',
 'DEBUG': {'DEBUG': True,
           'SAVE_BATCH_IMAGES_GT': True,
           'SAVE_BATCH_IMAGES_PRED': True,
           'SAVE_HEATMAPS_GT': True,
           'SAVE_HEATMAPS_PRED': True},
 'GPUS': '0',
 'LOG_DIR': 'log',
 'LOSS': {'USE_TARGET_WEIGHT': True},
 'MODEL': {'EXTRA': {'DECONV_WITH_BIAS': False,
                     'FINAL_CONV_KERNEL': 1,
                     'HEATMAP_SIZE': array([48, 64]),
                     'NUM_DECONV_FILTERS': [256, 256, 256],
                     'NUM_DECONV_KERNELS': [4, 4, 4],
                     'NUM_DECONV_LAYERS': 3,
                     'NUM_LAYERS': 50,
                     'SIGMA': 2,
                     'TARGET_TYPE': 'gaussian'},
           'IMAGE_SIZE': array([192, 256]),
           'INIT_WEIGHTS': True,
           'NAME': 'pose_resnet',
           'NUM_JOINTS': 17,
           'PRETRAINED': 'models/pytorch/imagenet/resnet50-caffe.pth.tar',
           'STYLE': 'caffe'},
 'OUTPUT_DIR': 'output',
 'PRINT_FREQ': 100,
 'TEST': {'BATCH_SIZE': 32,
          'BBOX_THRE': 1.0,
          'COCO_BBOX_FILE': 'data/coco/person_detection_results/COCO_val2017_detections_AP_H_56_person.json',
          'FLIP_TEST': False,
          'IMAGE_THRE': 0.0,
          'IN_VIS_THRE': 0.2,
          'MODEL_FILE': '',
          'NMS_THRE': 1.0,
          'OKS_THRE': 0.9,
          'POST_PROCESS': True,
          'SHIFT_HEATMAP': True,
          'USE_GT_BBOX': True},
 'TRAIN': {'BATCH_SIZE': 32,
           'BEGIN_EPOCH': 0,
           'CHECKPOINT': '',
           'END_EPOCH': 140,
           'GAMMA1': 0.99,
           'GAMMA2': 0.0,
           'LR': 0.001,
           'LR_FACTOR': 0.1,
           'LR_STEP': [90, 120],
           'MOMENTUM': 0.9,
           'NESTEROV': False,
           'OPTIMIZER': 'adam',
           'RESUME': False,
           'SHUFFLE': True,
           'WD': 0.0001},
 'WORKERS': 4}
2022-04-08 16:38:09,366 => init deconv weights from normal distribution
2022-04-08 16:38:09,366 => init 0.weight as normal(0, 0.001)
2022-04-08 16:38:09,366 => init 0.bias as 0
2022-04-08 16:38:09,434 => init 1.weight as 1
2022-04-08 16:38:09,435 => init 1.bias as 0
2022-04-08 16:38:09,435 => init 3.weight as normal(0, 0.001)
2022-04-08 16:38:09,435 => init 3.bias as 0
2022-04-08 16:38:09,444 => init 4.weight as 1
2022-04-08 16:38:09,444 => init 4.bias as 0
2022-04-08 16:38:09,444 => init 6.weight as normal(0, 0.001)
2022-04-08 16:38:09,445 => init 6.bias as 0
2022-04-08 16:38:09,453 => init 7.weight as 1
2022-04-08 16:38:09,453 => init 7.bias as 0
2022-04-08 16:38:09,453 => init final conv weights from normal distribution
2022-04-08 16:38:09,453 => init 8.weight as normal(0, 0.001)
2022-04-08 16:38:09,454 => init 8.bias as 0
2022-04-08 16:38:09,454 => loading pretrained model models/pytorch/imagenet/resnet50-caffe.pth.tar
2022-04-08 16:38:37,302 => num_images: 66917
2022-04-08 16:38:40,540 => load 66917 samples
2022-04-08 16:38:40,746 => num_images: 22306
2022-04-08 16:38:41,817 => load 22306 samples
2022-04-08 16:38:44,657 Epoch: [0][0/2092]	Time 2.837s (2.837s)	Speed 11.3 samples/s	Data 1.149s (1.149s)	Loss 11.85429 (11.85429)	Accuracy 0.022 (0.022)
2022-04-08 16:39:07,817 Epoch: [0][100/2092]	Time 0.217s (0.257s)	Speed 147.4 samples/s	Data 0.000s (0.021s)	Loss 9.80473 (10.91456)	Accuracy 0.024 (0.005)
2022-04-08 16:39:30,884 Epoch: [0][200/2092]	Time 0.225s (0.244s)	Speed 142.4 samples/s	Data 0.000s (0.015s)	Loss 9.81595 (10.58483)	Accuracy 0.044 (0.022)
2022-04-08 16:39:53,991 Epoch: [0][300/2092]	Time 0.224s (0.240s)	Speed 143.1 samples/s	Data 0.000s (0.013s)	Loss 11.82924 (10.13492)	Accuracy 0.147 (0.047)
2022-04-08 16:40:17,053 Epoch: [0][400/2092]	Time 0.221s (0.237s)	Speed 144.7 samples/s	Data 0.000s (0.012s)	Loss 7.89444 (9.70253)	Accuracy 0.244 (0.080)
2022-04-08 16:40:40,291 Epoch: [0][500/2092]	Time 0.218s (0.236s)	Speed 146.9 samples/s	Data 0.000s (0.012s)	Loss 8.49060 (9.42272)	Accuracy 0.337 (0.112)
2022-04-08 16:41:03,460 Epoch: [0][600/2092]	Time 0.222s (0.236s)	Speed 144.4 samples/s	Data 0.000s (0.011s)	Loss 5.41244 (9.13198)	Accuracy 0.289 (0.140)
2022-04-08 16:41:26,491 Epoch: [0][700/2092]	Time 0.215s (0.235s)	Speed 148.8 samples/s	Data 0.000s (0.011s)	Loss 5.96609 (8.94028)	Accuracy 0.336 (0.162)
2022-04-08 16:41:49,718 Epoch: [0][800/2092]	Time 0.224s (0.235s)	Speed 142.7 samples/s	Data 0.000s (0.011s)	Loss 6.04423 (8.76645)	Accuracy 0.387 (0.183)
2022-04-08 16:42:12,825 Epoch: [0][900/2092]	Time 0.218s (0.234s)	Speed 146.5 samples/s	Data 0.000s (0.011s)	Loss 9.14056 (8.59078)	Accuracy 0.317 (0.200)
